# deck: Portuguese::Frequency Master
# notetype: Portuguese (EP) – Frequency
# separator: Tab
Rank	Lemma_PT	POS	Gloss_EN	Variety	Register_Flags	Range_Blocks	Raw_Freq	Example_PT	Example_EN	Freq_Band	Thematic_Source	Tags
4658	heróico	aj	heroic 35 | 374+f -a -n	EP				ele lhe foi contando pelo caminho as proezas e os heróicos feitos em armas	He	4501-5000		freq::4501-5000 freq500::4501-5000 freq1000::4501-5000 pos::aj
4659	ensaiar	v	to practice, rehearse	EP				os astronautas ensaiavam para a missão em		4501-5000		freq::4501-5000 freq500::4501-5000 freq1000::4501-5000 pos::verb
4660	pontual	aj	punctual northeastern states, the population of	EP				o prefeito foi pontual e chegou às 17 horas Maranhão also faces problems.	The mayor was punctual and arrived at 34 | 197 5 pm. 33 | 203	4501-5000		freq::4501-5000 freq500::4501-5000 freq1000::4501-5000 pos::aj
4661	manto	nm	mantle, robe Picasso em vez de Ruiz – From 1898 on, he	EP				o planeta possui o núcleo, o manto e a began to use the last name of Picasso instead crosta	The planet has a nucleus, a mantle of Ruiz. and a crust. 34 | 247 37 | 281+f -n -s 226	4501-5000		freq::4501-5000 freq500::4501-5000 freq1000::4501-5000 pos::noun.masc
4662	globalização	nf	globalization	EP						4501-5000		freq::4501-5000 freq500::4501-5000 freq1000::4501-5000 pos::noun.fem
4663	catálogo	nm	index, catalog	EP				diante da inquietação asiática, os mercados • em 1624, ele publicou um catálogo com europeus reagiram com nervosismo	In as 750 espécies vegetais – In 1624, he face of Asian unrest, the European markets published an index of 750 vegetable species. reacted nervously. 35 | 224 34 | 285+f -a	4501-5000		freq::4501-5000 freq500::4501-5000 freq1000::4501-5000 pos::noun.masc
4664	socorrer	v	to aid, relieve	EP						4501-5000		freq::4501-5000 freq500::4501-5000 freq1000::4501-5000 pos::verb
4665	colocado	aj	positioned, placed 35 | 286	EP				estava bem colocado e cabeceou		4501-5000		freq::4501-5000 freq500::4501-5000 freq1000::4501-5000 pos::aj
4666	desgaste	nm	deterioration	EP				foi uma paralisia provocada pelas		4501-5000		freq::4501-5000 freq500::4501-5000 freq1000::4501-5000 pos::noun.masc
4667	cantiga	nf	song, ballad	EP				segundo o porta-voz da polícia, os seis foram • saíram-se todos cantando a cantiga seguinte torturados	According to the police’s – They all went out singing the next song. spokesperson, the six individuals were 36 | 258-n -s tortured. 34 | 495+n -a -f	4501-5000		freq::4501-5000 freq500::4501-5000 freq1000::4501-5000 pos::noun.fem
4668	recinto	nm	chamber, enclosure	EP				eles entraram num recinto comprido e sem		4501-5000		freq::4501-5000 freq500::4501-5000 freq1000::4501-5000 pos::noun.masc
4669	qualificado	aj	qualified	EP				não queremos elites mas queremos um		4501-5000		freq::4501-5000 freq500::4501-5000 freq1000::4501-5000 pos::aj
4670	encaixar	v	to fit (in or together), belong	EP				há um longo e burocrático processo de • no aperto de mão, encontrou tempo para autorizações	There is a long and encaixar outro comentário – As they shook bureaucratic process of authorizations. hands, he found the time to fit in another comment. 34 | 187+n 33 | 194+s	4501-5000		freq::4501-5000 freq500::4501-5000 freq1000::4501-5000 pos::verb
4671	preceder	v	to precede, predate derrames acidentais – Oil extraction involves	EP				a revolução industrial inglesa precedeu a do resto da Europa	The English Industrial the risk of accidental spills. Revolution preceded that of the rest of 39 | 456 Europe.	4501-5000		freq::4501-5000 freq500::4501-5000 freq1000::4501-5000 pos::verb
4672	ditador	nm	dictator descobrimento da Ilha da Madeira – It’s for	EP				o ditador fascista da Itália manda invadir this cause that the discovery of the island of a Abissínia	The fascist dictator of Italy Madeira is attributed to him. ordered the invasion of Abysinnia. 35 | 209 35 | 238-s	4501-5000		freq::4501-5000 freq500::4501-5000 freq1000::4501-5000 pos::noun.masc
4673	nominal	aj	nominal	EP				devido ao tipo de verbo, esta oração tem um • a redução do déficit nominal tem sido complemento directo e um complemento relativamente lenta	The reduction of the indirecto – Given the nature of the main nominal deficit has been relatively slow in verb, this clause has a direct and an indirect coming. object. 36 | 294+a -f 34 | 227+a	4501-5000		freq::4501-5000 freq500::4501-5000 freq1000::4501-5000 pos::aj
4674	maturidade	nf	maturity	EP				a globalização está a ampliar a concorrência • não é uma questão de idade, é uma questão em níveis nunca antes observados	de maturidade – It isn’t a question of age; it Globalization is increasing competition at is a question of maturity. levels never seen before. 34 | 219 42 | 348	4501-5000		freq::4501-5000 freq500::4501-5000 freq1000::4501-5000 pos::noun.fem
4675	inquietação	nf	unrest, disturbance	EP						4501-5000		freq::4501-5000 freq500::4501-5000 freq1000::4501-5000 pos::noun.fem
4676	cerâmica	nf	pottery, ceramics	EP				a vítima foi socorrida por quatro médicos	• a cerâmica tradicional é de barro vermelho The victim was aided by four doctors. – Their traditional pottery is made from red 35 | 231-s clay.	4501-5000		freq::4501-5000 freq500::4501-5000 freq1000::4501-5000 pos::noun.fem
4677	mecânica	nf	mechanics para marcar o segundo gol – He was	EP				a mecânica dos carros é mais complicada do well-positioned and he made a head shot to que outras	Car mechanics are more score the second goal. complicated than other mechanics. 34 | 210 35 | 265+a -s	4501-5000		freq::4501-5000 freq500::4501-5000 freq1000::4501-5000 pos::noun.fem
4678	sacar	v	to take out, pull out dificuldades financeiras e o desgaste político	EP				sacou da bolsa três pacotes de notas	She – It was a paralysis that was caused by took three wads of bills out of her purse. financial difficulties and political deterioration. 39 | 379 35 | 234+n -f	4501-5000		freq::4501-5000 freq500::4501-5000 freq1000::4501-5000 pos::verb
4679	porta-voz	nm	spokesperson	EP						4501-5000		freq::4501-5000 freq500::4501-5000 freq1000::4501-5000 pos::noun.masc
4680	mão-de-obra	nf	labor, workers janela, povoado de caixotes semi-abertos –	EP				a instalação do caminho-de-ferro exigiu o They entered into a long, windowless recurso a mão-de-obra semi-escrava	The chamber, full of semi-opened boxes. building of the railway required the use of 34 | 227-s semi-slave labor. 34 | 234	4501-5000		freq::4501-5000 freq500::4501-5000 freq1000::4501-5000 pos::noun.fem
4681	distrital	aj	relating to a district [EP] Exército altamente qualificado – We don’t	EP				ele foi internado no hospital distrital. [EP]	want an elitist army, but we do want a He was admitted to the district hospital. highly-qualified army. 37 | 710+n -a -f 36 | 273	4501-5000		freq::4501-5000 freq500::4501-5000 freq1000::4501-5000 pos::aj
4682	burocrático	aj	bureaucratic	EP						4501-5000		freq::4501-5000 freq500::4501-5000 freq1000::4501-5000 pos::aj
4683	extracção	nf	extraction	EP				a extracção de petróleo envolve os riscos de		4501-5000		freq::4501-5000 freq500::4501-5000 freq1000::4501-5000 pos::noun.fem
4684	descobrimento	nm	discovery 36 | 248+a -s	EP				é-lhe por isso atribuída a autoria do		4501-5000		freq::4501-5000 freq500::4501-5000 freq1000::4501-5000 pos::noun.masc
4685	complemento	nm	object (grammar), addition	EP						4501-5000		freq::4501-5000 freq500::4501-5000 freq1000::4501-5000 pos::noun.masc
4686	desordem	nf	disorder, quarrel, fight	EP						4501-5000		freq::4501-5000 freq500::4501-5000 freq1000::4501-5000 pos::noun.fem
4687	ex-presidente	nm	ex-president	EP				a Constituição não permitia que um		4501-5000		freq::4501-5000 freq500::4501-5000 freq1000::4501-5000 pos::noun.masc
4688	influente	aj	influential	EP						4501-5000		freq::4501-5000 freq500::4501-5000 freq1000::4501-5000 pos::aj
4689	postal	aj	postal	EP				eles não se tinham atrevido a atacar com • o endereço de contato de vocês já era a força a nossa retaguarda	They hadn’t caixa postal 1022 – Your contact address dared to attack our rearguard at full force. was already postal box 1022. 35 | 383+f -a 34 | 210+n	4501-5000		freq::4501-5000 freq500::4501-5000 freq1000::4501-5000 pos::aj
4690	queima	nf	burning	EP				no flanco a norte, o regimento bávaro sofreu • a queima de carvão é uma das principais perdas graves	On the north flank, the causas das chuvas ácidas – The burning of Bavarian regiment suffered serious losses. coal is one of the main causes of acid rain. 35 | 239-s 33 | 203	4501-5000		freq::4501-5000 freq500::4501-5000 freq1000::4501-5000 pos::noun.fem
4691	suprir	v	to supply	EP				estranhei vê-lo ali parado em vez de ir logo • as fontes estatais foram criadas para suprir para o seu quarto	I found it strange to see uma falta de capital privado – State reserves him there lingering instead of going straight were created to supply a lack of private capital. to his room. 34 | 205+a -f 36 | 371+f -a -s	4501-5000		freq::4501-5000 freq500::4501-5000 freq1000::4501-5000 pos::verb
4692	clínico	aj	clinical	EP						4501-5000		freq::4501-5000 freq500::4501-5000 freq1000::4501-5000 pos::aj
4693	alinhamento	nm	alignment, line up [BP]	EP				nas luas cheia e nova, há um alinhamento		4501-5000		freq::4501-5000 freq500::4501-5000 freq1000::4501-5000 pos::noun.masc
4694	desembargador	nm	judge of a court of appeals	EP						4501-5000		freq::4501-5000 freq500::4501-5000 freq1000::4501-5000 pos::noun.masc
4695	catástrofe	nf	catastrophe	EP				apesar de manterem fortes afinidades • o mundo esteve à beira de uma catástrofe linguísticas com os croatas, são imensa e inimaginável	The world was on culturalmente diferentes – Despite strong the brink of an immense and unimaginable linguistic affinity with the Croatians, they are catastrophe. culturally different. 35 | 213 34 | 195	4501-5000		freq::4501-5000 freq500::4501-5000 freq1000::4501-5000 pos::noun.fem
4696	deslocamento	nm	movement, travel	EP						4501-5000		freq::4501-5000 freq500::4501-5000 freq1000::4501-5000 pos::noun.masc
4697	indagar	v	to inquire, question	EP				a lei natural é inerente à sobrevivência	• o senhor não vai? – indagou o gordo – Natural law is inherent to survival. You’re not going? inquired the fat man. 36 | 234+a -f 36 | 597+f -a -n -s 228 30.Differences between Brazilian and European Portuguese As explained in the introduction, there is only one entry in the dictionary for words that have systematic spelling differences between Brazilian Portuguese (BP) and European Portuguese (EP) (e.g. eléctrico/elétrico “electric”). There are two separate entries for words whose form is slightly different in the two dialects (e.g. BP controle– EP controlo“control”, BP planejamento– EP planeamento), because these differences occur word by word and are not systematic. The following lists show those words that are more common in either Portugal or Brazil, with at least 90% of the tokens from one of the two countries and no more than 10% from the other. As mentioned, some words have only slightly different forms in the two dialects (controle/controlo, planejamento/ planeamento, as discussed above). Other words exist primarily in one dialect or the other simply because they refer to a specific geographical area or former colony (e.g. BP paulista, carioca, baiano, pernambucano, nordestino, sertanejo; EP angolano), or perhaps to a different governmental or administrative structure (e.g. BP federal, estadual, senador, prefeito, emenda; EP autárquico, distrital, freguesia, concelho, referendo). Perhaps more interesting are words where the same “concept” is undoubtedly as frequently discussed in the two dialects, but entirely different words are used (BP retornar– EP regressar“to return”, or BP safra “harvest”, chance“chance”, brigar“to fight”). And perhaps the most interesting are those words where the frequency of a word tells us something about the culture: BP gaúcho“gaucho”, favela“urban slum”, bandeirante“early Brazilian frontiersmen”, or EP seara“field of grains”, azeitona“olive”, fado “Portuguese musical genre, fate”. Mainly Brazil: 3033 baiano from the state 2636 esporte sport of Bahia 2659 prefeitura municipal Adverbs 3145 gaúcho South American government 710 inclusive including, cowboy, resident of Rio 2675 briga fight, quarrel even Grande do Sul 2754 chance chance 4454 embaixo under, 3760 liberado free, available 2755 usuário user, consumer beneath, underneath 3825 pernambucano from 2853 emenda amendment Pernambuco Verbs 3172 leilão auction 3970 esportivo sporting, 1917 retornar to return to sport 3179 diretoria directors 2061 registrar to register, 4591 aposentado retired (organization) record 3199 caminhão freight truck 4648 nordestino northeast- 2371 descartar to disagree, ern, northeasterner 3238 treinamento training deny, get rid of 4790 sertanejo from rural 3262 item item 2813 planejar to plan Brazil 3448 safra harvest 2935 ressaltar to emphasize, 4980 edital public notice, 3504 previdência point out relating to editing precaution, welfare 3522 brigar to fight, argue 3580 pesquisador Nouns 4110 liberar to release, researcher, investigator liberate 1418 controle control 3623 reeleição re-election 1804 convênio agreement, Adjectives (and noun/adjective) 3781 parágrafo paragraph accord 3787 favela slum, ghetto 1060 federal federal 1992 senador senator 3953 estoque stock 1774 paulista from the city 2143 demanda demand of São Paulo 3955 gol soccer goal 2293 registro record 1862 estadual relating to the 3983 delegacia police 2362 planejamento planning state station, office 2397 prefeito mayor 2719 carioca From Rio de 4148 arrecadação collection, Janeiro 2503 bilhão billion saving 4166 licitação bidding, 3741 aquando at the time 2958 desporto sport auction (of) 3116 controlo control 4188 devedor debtor 3214 referendo referendum Verbs 4191 trilha trail 3352 povoação settlement 1025 regressar to return to 4221 aposentadoria 3389 golo soccer goal retirement, retirement fund 2092 registar to register 3390 fado Portuguese 4348 mídia media 2925 aperceber to realize, musical genre, fate perceive 4412 acervo large collection 3485 tabaco tobacco 3396 calhar to happen (by 4418 usina factory, plant 3513 designação designa- accident) 4431 aluguel rent tion, assignment 3565 sublinhar to 4450 indenização reparation emphasize, underline, 3808 têxtil textile 4533 varejo retail (trade) stress 3896 polémica controversy 4541 sumário brief, abstract, 3812 apetecer to appeal (to) 3968 fabrico production synopsis, summary 4005 autarquia self- Adjectives 4583 reajuste adjustment governing unit (income) 2421 desportivo athletic, 4048 lume light, fire sports (club) 4598 bandeirante 4108 regionalização bandeirante (early Brazilian 3793 angolano Angolan regionalization frontiersmen) 4147 realizador producer 4111 arredor outskirts, 4629 bonde streetcar 4189 assente settled, surroundings, suburbs, area 4652 aprendizado the act of established (PL) learning 4545 autárquico non- 4145 emigrante emigrant 4654 liberação governmental 4220 seara field of grains disbursement, absolving 4681 distrital relating to a 4233 utilizador user 4693 alinhamento district 4241 alargamento expan- alignment, line up Nouns sion, widening, enlarging 4744 câncer cancer 1590 regresso return 4247 cancro cancer 4753 rodada round, rotation 1655 freguesia municipality, 4357 cimeira summit 4773 papai daddy clientele (politics) 4896 experimento 1680 escudo shield, old 4478 recolha compilation, experiment monetary unit collection 1965 concelho municipality, Mainly Portugal: county, council 4620 contributo contribution 2249 bocado piece, portion, 4907 azeitona olive Adverbs (and adverb/adjective) mouthful 4945 deslocação travel, 2398 pormenor detail 1905 demasiado too much displacement 2619 planeamento 2556 porquê why (por que in planning, scheduling 4965 cimo peak, highest BP) 2836 registo record, ledger point, top	4501-5000		freq::4501-5000 freq500::4501-5000 freq1000::4501-5000 pos::verb
